Newton2 10GeV {'γ': 105, 'e': 44, 'π0': 52, 'π+-': 53, 'p': 131, 'n': 532, "η'": 0, 'η': 2, 'D': 1, 'K0': 2, 'K+-': 1, 'Σ': 0, 'Λ': 1}
938.272;1;-1.1534;1.37838;8937.55
0;0;413.168;-110.817;0.510999
938.272;1;-2.68978;0.0714456;8974.1
0;0;-324.471;-423.902;2.05226
938.272;1;-3.19471;-2.27304;8975.97
939.565;0;-491.605;23.0442;0.324007
939.565;0;-308.76;-397.98;4.16296
939.565;0;205.399;-441.631;165.675
939.565;0;5.93086;342.52;861.834
134.977;0;-165.15;8.81681;146.184
139.57;1;138.122;79.9124;194.16
134.977;0;133.274;14.7084;1179.5
134.977;0;-447.114;95.539;254.449
134.977;0;-25.2481;63.2064;1840.34
938.272;1;45.4654;-163.406;2085.96
139.57;-1;117.812;-150.731;136.935
938.272;1;-58.1012;-94.435;533.615
938.272;1;-4.12282;0.642812;8959.87
0;0;-495.771;-436.432;2.58129
939.565;0;-176.625;11.4386;3.37778
939.565;0;44.8309;436.056;5.30379
939.565;0;-21.3856;56.2517;2.12344
939.565;0;-70.1352;-2.17254;70.4448
939.565;0;313.666;50.3082;45.6022
939.565;0;47.6965;10.8537;1064.56
939.565;0;-35.3194;316.784;4.83095
939.565;0;-366.351;-179.343;5.29894
139.57;1;159.058;-102.634;260.39
139.57;-1;118.953;-296.716;665.089
139.57;1;-179.779;213.558;316.476
939.565;0;-27.7949;49.4214;4330.19
938.272;1;-2.38144;2.32679;8978.51
0;0;-0.0504037;-167.812;2.4051
939.565;0;90.025;-460.169;3.66086
939.565;0;-50.6707;461.131;2.97518
939.565;0;-291.906;34.6627;14.8296
939.565;0;-70.4883;-359.039;23.8407
939.565;0;324.575;266.23;1.66542
939.565;0;-145.979;-173.728;0.179478
939.565;0;-182.92;-214.197;76.1047
939.565;0;223.867;-97.4724;70.7906
939.565;0;-142.106;402.335;133.598
939.565;0;-281.152;366.688;0.240744
939.565;0;283.008;61.2001;15.234
939.565;0;209.353;-420.882;52.5963
939.565;0;-176.217;350.3;0.366742
134.977;0;-104.061;-38.5876;229.515
939.565;0;-172.963;202.579;165.019
939.565;0;434.953;345.881;0.199518
0;0;223.366;-297.292;1.77905
939.565;0;241.287;91.0521;2.11516
939.565;0;421.568;-223.246;65.3553
939.565;0;-421.346;-372.003;244.047
939.565;0;-287.407;66.6083;4.64847
1115.68;0;-3.39754;-7.39956;897.933
939.565;0;187.383;143.833;0.47336
939.565;0;166.337;489.264;0.480239
939.565;0;-426.412;-378.899;1.40084
939.565;0;-377.981;26.982;0.397198
0;0;-63.9813;186.213;2.93053
939.565;0;470.431;-144.146;5.87655
939.565;0;-171.178;222.48;8.46852
939.565;0;-41.1935;-21.5553;0.800192
139.57;-1;454.749;-281.432;158.409
938.272;1;356.477;434.175;378.929
0.510999;-1;358.14;436.339;0.00212167
939.565;0;125.519;-284.921;1.21734
939.565;0;7.28332;4.78738;1.56474
0;0;239.382;-62.0284;1.54564
939.565;0;-72.1501;-6.11974;5.98702
939.565;0;-268.542;-232.632;1.02145
939.565;0;368.903;-275.007;1.1704
939.565;0;236.76;-33.6216;91.3879
939.565;0;80.0157;-59.249;80.6728
939.565;0;222.073;64.6821;103.29
939.565;0;-338.327;261.847;20.081
939.565;0;-237.708;214.524;101.793
939.565;0;347.351;250.039;108.525
939.565;0;194.61;-83.085;167.372
939.565;0;-130.363;100.961;7.57129
939.565;0;210.051;9.95741;0.85544
939.565;0;-82.1076;-286.894;2.49858
939.565;0;240.483;-257.499;2.8567
939.565;0;-113.156;-346.363;34.0313
939.565;0;-129.683;-187.52;1.32725
939.565;0;493.332;279.719;2.12341
939.565;0;364.378;100.531;9.11247
139.57;-1;-138.502;44.2621;673.28
938.272;1;75.6896;140.311;405.194
938.272;1;249.551;413.831;283.731
938.272;1;-12.8681;-113.258;546.005
938.272;1;-3.66982;1.72279;8990.26
0.510999;-1;-3.67153;1.72356;0.0650344
938.272;1;2.52729;-4.21233;9000.62
938.272;1;1.38273;-2.83329;8980.6
0;0;-20.6498;226.251;0.422006
0;0;-362.895;-183.411;1.02397
938.272;1;1.89373;-0.664167;8971.31
939.565;0;-209.469;411.927;3.83357
0;0;498.218;-246.656;3.05841
0;0;-254.639;-457.538;1.62
939.565;0;230.106;81.6092;1.58929
939.565;0;136.799;-222.734;0.950733
0;0;-71.6588;-261.098;0.89628
939.565;0;-353.372;152.343;58.6429
939.565;0;81.6675;-51.3862;1.28601
939.565;0;382.877;294.064;287.847
139.57;-1;-24.692;57.1147;671.26
139.57;1;-322.041;33.5498;1386.26
0;0;-308.745;-89.1202;1.59162
939.565;0;478.025;-39.634;741.112
938.272;1;-60.7321;-42.7946;3151.35
0;0;262.993;-457.701;1.3351
939.565;0;429.368;142.052;0.286086
939.565;0;248.937;199.031;5.25608
939.565;0;121.115;-86.81;2.37636
939.565;0;-307.032;-348.046;1.90347
939.565;0;213.477;123.83;12.8875
939.565;0;95.5778;77.722;13.1322
939.565;0;180.442;173.381;20.653
939.565;0;205.622;-461.584;3.89329
939.565;0;37.1166;-125.63;2.28334
939.565;0;-115.574;296.442;5.86904
939.565;0;262.68;405.017;51.8006
939.565;0;41.5166;-217.447;62.7736
939.565;0;136.47;-363.631;13.1369
939.565;0;330.786;110.828;63.5429
939.565;0;-85.2978;148.048;147.295
938.272;1;452.901;-195.069;119.342
939.565;0;175.718;-254.509;167.832
939.565;0;133.389;150.9;158.442
938.272;1;-34.021;137.317;486.641
939.565;0;-434.019;61.5483;0.712945
939.565;0;114.743;149.197;1.66351
939.565;0;266.205;-99.2792;2.30884
939.565;0;-154.439;60.9211;5.19859
939.565;0;7.47221;-75.1516;41.8619
939.565;0;62.1978;490.052;180.039
939.565;0;-35.5413;88.9129;7.05516
939.565;0;-242.008;60.0118;137.811
939.565;0;246.807;366.997;332.19
939.565;0;343.143;-74.9992;0.57147
939.565;0;-240.103;325.936;0.57242
938.272;1;-213.135;-62.4155;504.308
939.565;0;72.963;-344.67;123.468
139.57;-1;-411.075;-67.1561;159.047
134.977;0;-28.9359;-148.34;321.038
939.565;0;-337.528;-299.81;0.72474
0;0;-189.951;272.75;0.89628
939.565;0;-183.192;-293.399;2.04279
939.565;0;-251.145;-329.296;2.94617
939.565;0;-168.342;-38.6318;1204.69
939.565;0;-23.2872;-65.8464;88.447
939.565;0;-117.427;193.679;9.48513
0;0;192.44;-409.404;1.66677
939.565;0;123.536;249.458;36.1591
939.565;0;-64.9489;-12.1178;76.6383
939.565;0;425.164;311.427;46.2619
939.565;0;47.1098;-289.849;221.349
139.57;1;-181.448;-171.357;553.488
938.272;1;133.28;69.8837;175.894
139.57;1;-9.42064;-247.156;351.898
939.565;0;1.29827;-161.762;428.222
134.977;0;128.333;-30.4155;582.47
939.565;0;-352.223;167.467;28.7972
939.565;0;-405.337;57.5578;0.0951836
939.565;0;-187.715;359.271;153.402
139.57;-1;116.446;-142.217;380.611
